,0
metadata_participant_68_stimuli_03_sacc_chap_16.pt,0.21546196700945244
metadata_participant_44_stimuli_11_sacc_chap_11.pt,0.14853867387050493
metadata_participant_43_stimuli_03_sacc_chap_08.pt,0.24366194437942792
metadata_participant_43_stimuli_03_sacc_chap_10.pt,0.20011383644349182
metadata_participant_68_stimuli_13_sacc_chap_05.pt,0.13269379188523175
metadata_participant_43_stimuli_06_sacc_chap_11.pt,0.4698940121158535
metadata_participant_88_stimuli_12_sacc_chap_15.pt,0.273734694730582
metadata_participant_79_stimuli_01_sacc_chap_10.pt,0.28195300185612787
metadata_participant_45_stimuli_04_sacc_chap_03.pt,0.21737474507330046
metadata_participant_43_stimuli_01_sacc_chap_06.pt,0.37003892953093875
metadata_participant_36_stimuli_12_sacc_chap_10.pt,0.18997704689804684
metadata_participant_43_stimuli_12_sacc_chap_12.pt,0.367838748236009
metadata_participant_87_stimuli_04_sacc_chap_15.pt,0.13047004568554277
metadata_participant_78_stimuli_14_sacc_chap_01.pt,0.17889093000631928
metadata_participant_47_stimuli_04_sacc_chap_01.pt,0.2444818293665217
metadata_participant_112_stimuli_11_sacc_chap_11.pt,0.21151084090901684
metadata_participant_81_stimuli_06_sacc_chap_10.pt,0.19254851284910465
metadata_participant_58_stimuli_01_sacc_chap_03.pt,0.21645950121780425
metadata_participant_47_stimuli_03_sacc_chap_02.pt,0.18301875706205747
metadata_participant_100_stimuli_12_sacc_chap_11.pt,0.3177179092495563
metadata_participant_78_stimuli_06_sacc_chap_10.pt,0.3124078185436631
metadata_participant_52_stimuli_03_sacc_chap_08.pt,0.2794429740968859
metadata_participant_72_stimuli_02_sacc_chap_06.pt,0.24190727422728656
metadata_participant_96_stimuli_03_sacc_chap_08.pt,0.2516781002677456
metadata_participant_17_stimuli_12_sacc_chap_01.pt,0.20280181584150894
metadata_participant_96_stimuli_03_sacc_chap_10.pt,0.20973993801214294
metadata_participant_52_stimuli_03_sacc_chap_15.pt,0.20375005565654128
metadata_participant_17_stimuli_14_sacc_chap_13.pt,0.25996922567796615
metadata_participant_115_stimuli_12_sacc_chap_05.pt,0.2422977199175858
metadata_participant_71_stimuli_11_sacc_chap_11.pt,0.2513221447093726
metadata_participant_47_stimuli_09_sacc_chap_04.pt,0.2153118670775444
metadata_participant_75_stimuli_14_sacc_chap_04.pt,0.2277926918689605
metadata_participant_115_stimuli_12_sacc_chap_10.pt,0.17372899988423224
metadata_participant_95_stimuli_06_sacc_chap_11.pt,0.32251849821249345
metadata_participant_79_stimuli_11_sacc_chap_25.pt,0.24773548996966818
metadata_participant_78_stimuli_06_sacc_chap_06.pt,0.20052526375747132
metadata_participant_100_stimuli_14_sacc_chap_06.pt,0.3789226994171936
metadata_participant_47_stimuli_14_sacc_chap_13.pt,0.30259373643222515
metadata_participant_102_stimuli_09_sacc_chap_12.pt,0.2737099298457342
metadata_participant_80_stimuli_09_sacc_chap_09.pt,0.15258194210398626
metadata_participant_52_stimuli_03_sacc_chap_06.pt,0.24260542331886653
metadata_participant_21_stimuli_09_sacc_chap_14.pt,0.13978378511331482
metadata_participant_55_stimuli_04_sacc_chap_02.pt,0.2697161520586573
metadata_participant_72_stimuli_01_sacc_chap_12.pt,0.2525315769228007
metadata_participant_43_stimuli_11_sacc_chap_25.pt,0.22922494325836124
metadata_participant_69_stimuli_03_sacc_chap_04.pt,0.2506071238977472
metadata_participant_72_stimuli_03_sacc_chap_07.pt,0.15838860755606726
metadata_participant_75_stimuli_11_sacc_chap_21.pt,0.24648533516434956
metadata_participant_71_stimuli_14_sacc_chap_13.pt,0.29140113725103367
metadata_participant_108_stimuli_14_sacc_chap_16.pt,0.9060329059121289
metadata_participant_48_stimuli_04_sacc_chap_15.pt,0.14922628826364903
metadata_participant_63_stimuli_13_sacc_chap_05.pt,0.1451577486748506
metadata_participant_103_stimuli_12_sacc_chap_03.pt,0.33268712553950924
metadata_participant_72_stimuli_14_sacc_chap_06.pt,0.18640563246883832
metadata_participant_58_stimuli_01_sacc_chap_01.pt,0.1806185982403097
metadata_participant_81_stimuli_14_sacc_chap_13.pt,0.24211153483796435
metadata_participant_79_stimuli_13_sacc_chap_06.pt,0.1544781859069781
metadata_participant_93_stimuli_03_sacc_chap_15.pt,0.2526485374609329
